statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,False,BUPIVACAINE HYDROCHLORIDE,NDA,-,HOSPIRA,False,Prescription,18053,1978-04-17,-,-,False,-
-,-,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,ANDA,-,HOSPIRA,-,Prescription,71170,1988-06-16,-,-,-,-
-,-,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,ANDA,-,HOSPIRA,-,Prescription,71168,1988-06-16,-,-,-,-
-,-,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,ANDA,-,HOSPIRA,-,Prescription,71167,1988-06-16,-,-,-,-
-,-,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,ANDA,-,HOSPIRA,-,Prescription,71165,1988-06-16,-,-,-,-
-,False,BUPHENYL,NDA,-,HORIZON PHARMA INC,False,Prescription,20573,1996-04-30,-,-,False,-
True,False,BUNAVAIL,NDA,-,BIODELIVERY SCI INTL,True,Prescription,205637,2014-06-06,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205637Orig1s000TOC.cfm,True,False,True
-,False,BUPHENYL,NDA,-,HORIZON PHARMA INC,False,Prescription,20572,1996-05-13,-,-,False,-
-,-,BUMEX,-,-,-,-,Discontinued,18226,-,-,-,-,-
-,-,BUMETANIDE,-,-,-,-,Discontinued,74160,-,-,-,-,-
-,-,BUMETANIDE,-,-,-,-,Discontinued,74613,-,-,-,-,-
-,-,BUMETANIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,79196,2008-04-30,-,-,-,-
-,False,BUMEX,NDA,-,VALIDUS PHARMS INC,False,Prescription,18225,1983-02-28,-,-,False,-
-,-,BUMETANIDE,ANDA,-,SANDOZ,-,Prescription,74700,1996-11-21,-,-,-,-
-,-,BUMETANIDE,ANDA,-,AMPHASTAR PHARMS INC,-,Prescription,74441,1995-01-27,-,-,-,-
-,-,BUMETANIDE,ANDA,-,HOSPIRA,-,Prescription,74332,1994-10-31,-,-,-,-
-,-,BUMETANIDE,ANDA,-,IVAX SUB TEVA PHARMS,-,Prescription,74225,1995-04-24,-,-,-,-
-,-,BUDESONIDE,ANDA,-,MAYNE PHARMA,-,Prescription,206623,2016-04-08,-,-,-,-
-,-,BUCLADIN-S,NDA,-,STUART PHARMS,-,Discontinued,10911,-,-,-,-,-
-,-,BUDESONIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,204548,2016-03-08,-,-,-,-
-,-,BUDESONIDE,ANDA,-,SANDOZ INC,-,Prescription,201966,2013-09-27,-,-,-,-
-,-,BUDESONIDE,ANDA,-,MYLAN,-,Prescription,90410,2011-05-16,-,-,-,-
-,-,BUDESONIDE,ANDA,-,BARR LABS DIV TEVA,-,Prescription,90379,2014-04-02,-,-,-,-
-,-,BUDESONIDE,ANDA,-,APOTEX INC,-,Over-the-counter,78949,2014-05-12,-,-,-,-
-,-,BUDESONIDE,ANDA,-,APOTEX INC,-,Prescription,78949,2014-05-12,-,-,-,-
-,-,BUDESONIDE,ANDA,-,IMPAX LABS INC,-,Prescription,78404,2012-07-31,-,-,-,-
-,-,BUDESONIDE,ANDA,-,APOTEX INC,-,Prescription,78202,2009-03-30,-,-,-,-
-,-,BUDESONIDE,ANDA,-,TEVA PHARMS,-,Prescription,77519,2008-11-18,-,-,-,-
-,-,BUCET,ANDA,-,MALLINCKRODT,-,Discontinued,88991,1985-06-28,-,-,-,-
-,False,BSS PLUS,NDA,-,ALCON,False,Prescription,18469,1981-10-28,-,-,False,-
-,False,BSS,NDA,-,ALCON,False,Prescription,20742,1997-12-10,-,-,False,-
-,-,BRYREL,NDA,-,SANOFI AVENTIS US,-,Discontinued,17796,-,-,-,-,-
-,-,BRONKOSOL,NDA,-,SANOFI AVENTIS US,-,Discontinued,12339,-,-,-,-,-
True,False,BROVANA,NDA,-,SUNOVION,True,Prescription,21912,2006-10-06,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021912_brovana_toc.cfm,True,False,True
-,-,BRONKOMETER,NDA,-,SANOFI AVENTIS US,-,Discontinued,12339,-,-,-,-,-
-,-,BRONKODYL,ANDA,-,SANOFI AVENTIS US,-,Discontinued,85264,-,-,-,-,-
-,-,BRONKAID MIST,NDA,-,STERLING,-,Discontinued,16803,1969-08-11,-,-,-,-
-,-,BRONITIN MIST,NDA,-,WYETH CONS,-,Discontinued,16126,1967-11-08,-,-,-,-
-,False,BRONCHO SALINE,NDA,-,BLAIREX,False,Over-the-counter,19912,1992-09-03,-,-,False,-
-,-,BROMPHERIL,ANDA,-,COPLEY PHARM,-,Discontinued,89116,1987-01-22,-,-,-,-
True,False,BROMSITE,NDA,-,SUN PHARMA GLOBAL,True,Prescription,206911,2016-04-11,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/206911Orig1s000TOC.cfm,True,False,True
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,83123,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,83215,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,83820,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,83821,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,84351,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,84468,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,85466,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,85769,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,85850,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,85888,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,86187,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,86936,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,86987,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,87009,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,87517,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,87964,-,-,-,-,-
-,-,BROMPHENIRAMINE MALEATE,-,-,-,-,Discontinued,88604,-,-,-,-,-
-,-,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",ANDA,-,PADDOCK LLC,-,Prescription,205292,2014-07-15,-,-,-,-
-,-,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",ANDA,-,ACELLA PHARMS LLC,-,Prescription,203375,2016-09-20,-,-,-,-
-,-,"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",ANDA,-,VINTAGE PHARMS,-,Prescription,202940,2014-07-21,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,-,-,-,-,Discontinued,75100,-,-,-,-,-
-,-,BROMODIPHENHYDRAMINE HYDROCHLORIDE AND CODEINE PHOSPHATE,ANDA,-,WOCKHARDT,-,Discontinued,88626,1984-10-12,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,78899,2008-07-30,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,ANDA,-,PADDOCK LLC,-,Prescription,77646,2008-10-01,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,ANDA,-,MYLAN,-,Prescription,77226,2007-07-09,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,ANDA,-,MYLAN,-,Prescription,76962,2004-09-24,-,-,-,-
-,-,BROMOCRIPTINE MESYLATE,ANDA,-,SANDOZ INC,-,Prescription,74631,1998-01-13,-,-,-,-
-,-,BROMFED-DM,-,-,-,-,Discontinued,89681,-,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,HI-TECH PHARMACAL,-,Prescription,203395,2014-01-22,-,-,-,-
-,-,BROMFED-DM,ANDA,-,WOCKHARDT,-,Prescription,88811,1985-06-07,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,APOTEX INC,-,Prescription,202620,2014-06-23,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,APOTEX INC,-,Prescription,202435,2014-06-19,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,LUITPOLD,-,Prescription,202030,2013-01-09,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,PADDOCK LLC,-,Prescription,201941,2015-02-10,-,-,-,-
-,-,BROMFENAC SODIUM,ANDA,-,COASTAL PHARMS,-,Prescription,201211,2011-05-11,-,-,-,-
-,-,BROMDAY,NDA,-,BAUSCH AND LOMB INC,-,Discontinued,21664,2005-03-24,-,-,-,-
-,-,BROMANYL,ANDA,-,ALPHARMA US PHARMS,-,Discontinued,88343,-,-,-,-,-
-,-,BROMANATE DM,ANDA,-,ALPHARMA US PHARMS,-,Discontinued,88722,-,-,-,-,-
True,False,BRIVIACT,NDA,-,UCB INC,True,Prescription,205838,2016-02-18,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/205836-205837-205838-Briviact-TOC.cfm,True,False,True
-,-,BRISTAMYCIN,-,-,-,-,Discontinued,61304,-,-,-,-,-
-,-,BRISTAMYCIN,-,-,-,-,Discontinued,61887,-,-,-,-,-
-,-,BRISTACYCLINE,-,-,-,-,Discontinued,61658,-,-,-,-,-
-,-,BRISTACYCLINE,-,-,-,-,Discontinued,61888,-,-,-,-,-
-,-,BRISTAGEN,ANDA,-,BRISTOL,-,Discontinued,62288,-,-,-,-,-
-,-,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,ANDA,-,ALCON,-,None (Tentative Approval),91574,-,-,-,-,-
-,-,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,ANDA,-,SANDOZ,-,None (Tentative Approval),91087,-,-,-,-,-
True,False,BRISDELLE,NDA,-,SEBELA IRELAND LTD,True,Prescription,204516,2013-06-28,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204516Orig1s000TOC.cfm,True,False,True
-,-,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,ANDA,-,HITECH PHARMA,-,None (Tentative Approval),91086,-,-,-,-,-
-,-,BRIMONIDINE TARTRATE,-,-,-,-,Discontinued,76372,-,-,-,-,-
-,-,BRIMONIDINE TARTRATE,ANDA,-,INDOCO REMEDIES,-,Prescription,91691,2014-11-18,-,-,-,-
-,-,BRIMONIDINE TARTRATE,ANDA,-,APOTEX INC,-,None (Tentative Approval),78480,-,-,-,-,-
-,-,BRIMONIDINE TARTRATE,ANDA,-,SANDOZ,-,Prescription,78075,2008-01-30,-,-,-,-
True,False,BRILINTA,NDA,-,ASTRAZENECA LP,True,Prescription,22433,2011-07-20,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022433Orig1s000TOC.cfm,True,False,True
-,-,BRIMONIDINE TARTRATE,ANDA,-,AKORN,-,Prescription,76439,2006-03-14,-,-,-,-
-,-,BRIMONIDINE TARTRATE,ANDA,-,BAUSCH AND LOMB,-,Prescription,76260,2003-05-28,-,-,-,-
-,-,BRIMONIDINE TARTRATE,ANDA,-,ALCON PHARMS LTD,-,Prescription,76254,2003-09-16,-,-,-,-
-,-,BRIELLYN,ANDA,-,GLENMARK GENERICS,-,Prescription,90538,2011-03-22,-,-,-,-
-,-,BRICANYL,-,-,-,-,Discontinued,17466,-,-,-,-,-
-,-,BRICANYL,-,-,-,-,Discontinued,17618,-,-,-,-,-
-,-,BRICANYL,-,-,-,-,Discontinued,18000,-,-,-,-,-
True,False,BRIDION,NDA,-,ORGANON SUB MERCK,True,Prescription,22225,2015-12-15,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/022225Orig1s000TOC.cfm,True,False,True
-,-,BRIAN CARE,ANDA,-,SOAPCO,-,Over-the-counter,71419,1987-12-17,-,-,-,-
-,False,BREVITAL SODIUM,NDA,-,PAR STERILE PRODUCTS,False,Prescription,11559,1960-06-27,-,-,False,-
-,False,BREVICON 28-DAY,NDA,-,ALLERGAN SALES LLC,False,Prescription,17743,1976-03-29,-,-,False,-
-,-,BREVICON 21-DAY,NDA,-,ALLERGAN SALES LLC,-,Discontinued,17566,1974-12-26,-,-,-,-
-,-,BREVIBLOC IN PLASTIC CONTAINER,NDA,-,BAXTER HLTHCARE,-,Discontinued,19386,1986-12-31,-,-,-,-
-,-,BREVIBLOC DOUBLE STRENGTH IN PLASTIC CONTAINER,NDA,-,BAXTER HLTHCARE,-,Discontinued,19386,1986-12-31,-,-,-,-
-,-,BREVIBLOC,NDA,-,BAXTER HLTHCARE,-,Discontinued,19386,1986-12-31,-,-,-,-
-,-,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,19008,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,19121,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,19837,-,-,-,-,-
-,-,BRETYLOL,NDA,-,HOSPIRA,-,Discontinued,17954,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,19030,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,19033,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,70119,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,70134,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,70545,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,70546,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,70891,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,71151,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,71152,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,71153,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,71181,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE,-,-,-,-,Discontinued,71298,-,-,-,-,-
-,-,BRETYLIUM TOSYLATE IN DEXTROSE 5%,NDA,-,ABBOTT,-,Discontinued,19005,-,-,-,-,-
-,-,BRETHINE,-,-,-,-,Discontinued,17849,-,-,-,-,-
-,-,BRETHINE,-,-,-,-,Discontinued,18571,-,-,-,-,-
-,-,BRETHAIRE,NDA,-,NOVARTIS,-,Discontinued,18762,-,-,-,-,-
-,-,BREATHTEK UBT FOR H-PYLORI,NDA,-,OTSUKA AMERICA,-,Discontinued,20586,1996-09-17,-,-,-,-
True,False,BREO ELLIPTA,NDA,-,GLAXO GRP LTD,True,Prescription,204275,2013-05-10,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204275Orig1s000TOC.cfm,True,False,True
-,-,BRANCHAMIN 4% IN PLASTIC CONTAINER,NDA,-,BAXTER HLTHCARE,-,Discontinued,18684,1984-09-28,-,-,-,-
True,False,BRAVELLE,NDA,-,FERRING,True,Prescription,21484,2002-12-19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/021484_bravelle.cfm,False,False,True
True,False,BRAVELLE,NDA,-,FERRING,True,Prescription,21289,2002-05-06,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-289_Bravelle.cfm,False,False,True
-,-,BRANCHAMIN 4%,NDA,-,BAXTER HLTHCARE,-,Discontinued,18678,-,-,-,-,-
-,False,BOTOX,BLA,-,ALLERGAN,False,Prescription,103000,1991-12-09,-,-,False,-
-,False,BOTOX,BLA,-,ALLERGAN,False,Prescription,103000,1991-12-09,-,-,False,-
-,False,BORTEZOMIB,NDA,-,ACTAVIS LLC,False,None (Tentative Approval),208645,-,-,-,False,-
True,False,BOSULIF,NDA,-,WYETH PHARMS INC,True,Prescription,203341,2012-09-04,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203341_bosulif_toc.cfm,True,False,True
-,False,BORTEZOMIB,NDA,-,FRESENIUS KABI USA,False,None (Tentative Approval),205004,-,-,-,False,-
-,-,BOROFAIR,ANDA,-,PHARMAFAIR,-,Discontinued,88606,-,-,-,-,-
-,-,BONTRIL PDM,ANDA,-,VALEANT,-,Prescription,85272,1976-12-22,-,-,-,-
-,-,BONTRIL,ANDA,-,VALEANT,-,Discontinued,88021,1982-09-21,-,-,-,-
True,False,BONIVA,NDA,-,ROCHE,True,Prescription,21858,2006-01-06,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021858s000TOC.cfm,False,False,True
True,False,BLOXIVERZ,NDA,-,ECLAT PHARMS LLC,True,Prescription,204078,2013-05-31,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204078Orig1s000TOC.cfm,True,False,True
-,-,BONIVA,NDA,-,HOFFMANN LA ROCHE,-,Discontinued,21455,2003-05-16,-,-,-,-
-,-,BLOCADREN,NDA,-,MERCK,-,Discontinued,18017,1981-11-25,-,-,-,-
-,-,BLISOVI FE 1/20,ANDA,-,LUPIN LTD,-,Prescription,201584,2015-11-18,-,-,-,-
-,-,BLISOVI FE 1.5/30,ANDA,-,LUPIN LTD,-,Prescription,201585,2015-11-18,-,-,-,-
-,-,BLISOVI 24 FE,ANDA,-,LUPIN LTD,-,Prescription,91398,2015-10-28,-,-,-,-
-,-,BLEPHAMIDE S.O.P.,ANDA,-,ALLERGAN,-,Prescription,87748,1986-12-03,-,-,-,-
True,False,BLINCYTO,BLA,-,AMGEN,True,Prescription,125557,2014-12-03,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/125557Orig1s000TOC.cfm,True,False,True
-,False,BLEPHAMIDE,NDA,-,ALLERGAN,False,Prescription,12813,1961-09-18,-,-,False,-
-,-,BLEPH-30,ANDA,-,ALLERGAN,-,Prescription,80028,1971-05-25,-,-,-,-
-,-,BLEPH-10,-,-,-,-,Discontinued,84015,-,-,-,-,-
-,-,BLEOMYCIN SULFATE,-,-,-,-,Discontinued,64084,-,-,-,-,-
-,-,BLEOMYCIN SULFATE,-,-,-,-,Discontinued,65201,-,-,-,-,-
-,-,BLEPH-10,ANDA,-,ALLERGAN,-,Prescription,80028,1971-05-25,-,-,-,-
-,-,BLEOMYCIN SULFATE,ANDA,-,FRESENIUS KABI USA,-,Prescription,65185,2008-01-28,-,-,-,-
-,-,BLEOMYCIN SULFATE,ANDA,-,WEST-WARD PHARMS INT,-,Prescription,65042,2001-10-17,-,-,-,-
-,-,BLEOMYCIN SULFATE,ANDA,-,TEVA PHARMS USA,-,Prescription,65033,2000-06-27,-,-,-,-
-,-,BLEOMYCIN SULFATE,ANDA,-,HOSPIRA,-,Prescription,65031,2000-03-10,-,-,-,-
-,-,BLENOXANE,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,50443,1973-07-31,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,ACCORD HLTHCARE INC,-,None (Tentative Approval),206551,-,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,AUROBINDO PHARMA LTD,-,None (Tentative Approval),205962,-,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,SAGENT PHARMS,-,None (Tentative Approval),91602,-,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,PLIVA HRVATSKA DOO,-,None (Tentative Approval),91206,-,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,HOSPIRA INC,-,Prescription,90816,2015-07-14,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,HOSPIRA INC,-,Prescription,90811,2015-07-14,-,-,-,-
-,-,BIVALIRUDIN,ANDA,-,FRESENIUS KABI USA,-,Prescription,90189,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75469,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75527,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75632,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75642,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75672,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,-,-,-,-,Discontinued,75686,-,-,-,-,-
-,-,BISOPROLOL FUMARATE,-,-,-,-,Discontinued,75474,-,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,ANDA,-,UNICHEM,-,Prescription,79106,2010-07-28,-,-,-,-
-,-,BISOPROLOL FUMARATE,ANDA,-,UNICHEM PHARMS (USA),-,Prescription,78635,2009-08-18,-,-,-,-
-,-,BISOPROLOL FUMARATE,ANDA,-,AUROBINDO PHARMA,-,Prescription,77910,2006-12-27,-,-,-,-
-,-,BISOPROLOL FUMARATE,ANDA,-,MYLAN,-,Prescription,75831,2005-12-14,-,-,-,-
-,-,BISOPROLOL FUMARATE,ANDA,-,TEVA PHARMS,-,Prescription,75644,2001-06-26,-,-,-,-
-,-,BISOPROLOL FUMARATE,ANDA,-,SANDOZ,-,Prescription,75643,2000-11-16,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,ANDA,-,MYLAN,-,Prescription,75768,2000-09-25,-,-,-,-
-,-,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,ANDA,-,SANDOZ,-,Prescription,75579,2000-09-25,-,-,-,-
-,-,BIPHETAMINE 7.5,NDA,-,UCB INC,-,Discontinued,10093,1955-09-09,-,-,-,-
-,-,BIPHETAMINE 20,NDA,-,UCB INC,-,Discontinued,10093,1955-09-09,-,-,-,-
-,-,BIPHETAMINE 12.5,NDA,-,UCB INC,-,Discontinued,10093,1955-09-09,-,-,-,-
-,False,BIOSCRUB,NDA,-,GRIFFEN,False,Over-the-counter,19822,1989-03-31,-,-,False,-
-,-,BIO-TROPIN,NDA,-,FERRING,-,Discontinued,19774,1995-05-25,-,-,-,-
-,-,BIMATOPROST,ANDA,-,LUPIN LTD,-,Prescription,203991,2015-02-20,-,-,-,-
-,-,BIMATOPROST,ANDA,-,APOTEX INC,-,None (Tentative Approval),203404,-,-,-,-,-
True,False,BINOSTO,NDA,-,MISSION PHARMA,True,Prescription,202344,2012-03-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202344_binosto_toc.cfm,True,False,True
-,-,BIMATOPROST,ANDA,-,SANDOZ INC,-,None (Tentative Approval),203056,-,-,-,-,-
-,-,BIMATOPROST,ANDA,-,SANDOZ INC,-,Prescription,202719,2016-04-19,-,-,-,-
-,-,BIMATOPROST,ANDA,-,ALCON RES LTD,-,Prescription,202565,2015-05-05,-,-,-,-
-,-,BIMATOPROST,ANDA,-,APOTEX INC,-,Prescription,201894,2014-12-01,-,-,-,-
-,-,BIMATOPROST,ANDA,-,SANDOZ,-,None (Tentative Approval),200487,-,-,-,-,-
-,-,BIMATOPROST,ANDA,-,APOTEX INC,-,Prescription,90449,2015-07-20,-,-,-,-
-,-,BILOPAQUE,NDA,-,GE HEALTHCARE,-,Discontinued,13731,1969-10-24,-,-,-,-
-,False,BILTRICIDE,NDA,-,BAYER HLTHCARE,False,Prescription,18714,1982-12-29,-,-,False,-
-,-,BILIVIST,ANDA,-,BAYER HLTHCARE,-,Discontinued,87768,-,-,-,-,-
True,False,BIDIL,NDA,-,ARBOR PHARMS LLC,True,Prescription,20727,2005-06-23,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/020727_s000_BidilTOC.cfm,False,False,True
-,False,BICNU,NDA,-,EMCURE PHARMS LTD,False,Prescription,17422,1977-03-07,-,-,False,-
-,-,BICILLIN L-A,-,-,-,-,Discontinued,50131,-,-,-,-,-
-,False,BICILLIN L-A,NDA,-,KING PHARMS,False,Prescription,50141,1952-06-27,-,-,False,-
-,False,BICILLIN C-R 900/300,NDA,-,KING PHARMS,False,Prescription,50138,1953-05-18,-,-,False,-
-,-,BICILLIN,-,-,-,-,Discontinued,50126,-,-,-,-,-
-,-,BICILLIN,-,-,-,-,Discontinued,50128,-,-,-,-,-
-,-,BICALUTAMIDE,-,-,-,-,Discontinued,77973,-,-,-,-,-
-,-,BICALUTAMIDE,-,-,-,-,Discontinued,77995,-,-,-,-,-
-,-,BICALUTAMIDE,-,-,-,-,Discontinued,78285,-,-,-,-,-
-,False,BICILLIN C-R,NDA,-,KING PHARMS,False,Prescription,50138,1953-05-18,-,-,False,-
-,-,BICALUTAMIDE,ANDA,-,APOTEX INC,-,Prescription,200274,2015-05-21,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,STASON PHARMS,-,Prescription,91011,2015-06-10,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,MYLAN,-,Prescription,79185,2009-07-06,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,SUN PHARMA GLOBAL,-,Prescription,79110,2009-07-06,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,79089,2009-07-06,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,FRESENIUS KABI ONCOL,-,Prescription,79045,2010-05-13,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,ACCORD HLTHCARE,-,Prescription,78917,2009-07-06,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,ACTAVIS TOTOWA,-,Prescription,78634,2009-08-28,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,SANDOZ,-,Prescription,78575,2009-07-06,-,-,-,-
-,-,BICALUTAMIDE,ANDA,-,TEVA,-,Prescription,76932,2009-07-06,-,-,-,-
-,-,BIAXIN XL,NDA,-,ABBVIE,-,Discontinued,50775,2000-03-03,-,-,-,-
-,False,BIAXIN,NDA,-,ABBVIE,False,Prescription,50698,1993-12-23,-,-,False,-
-,False,BIAXIN,NDA,-,ABBOTT,False,Prescription,50697,1993-12-23,-,-,False,-
-,False,BIAXIN,NDA,-,ABBVIE,False,Prescription,50662,1991-10-31,-,-,False,-
True,False,BEYAZ,NDA,-,BAYER HLTHCARE,True,Prescription,22532,2010-09-24,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022532_beyaz_toc.cfm,True,False,True
True,False,BEXXAR,BLA,-,SMITHKLINE BEECHAM,True,Prescription,125011,2003-06-27,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/125011s000TOC.cfm,False,False,True
-,-,BEXTRA,NDA,-,GD SEARLE,-,Discontinued,21341,2001-11-16,-,-,-,-
-,-,BEXAROTENE,ANDA,-,BIONPHARMA INC,-,Prescription,203174,2014-08-12,-,-,-,-
-,False,BEVESPI AEROSPHERE,NDA,-,PEARL THERAPS INC,False,Prescription,208294,2016-04-25,-,-,False,-
-,False,BETOPTIC S,NDA,-,ALCON,False,Prescription,19845,1989-12-29,-,-,True,-
-,-,BETOPTIC PILO,NDA,-,ALCON,-,Discontinued,20619,1997-04-17,-,-,-,-
